"薬品マスタ","2026/03/04"
"PK","","TZMYAKUHINMEISHO","TZMYAKUHIN","TZMYAKUHINBETSUKIHONJOHOKUBUN","","TZMYAKUKA","TZMYAKUHINMEISHO","TZMYAKUHIN","","TZMYAKUHINBETSUKIHONJOHOKUBUN",""
"YAKUHIN_CODE","","YAKUHIN_NM","HOST_CODE","SAIYO_DIV","","YAKKA","YAKUHIN_NM_KANA","ZAIKEI_CODE","","DOKUGEKIYAKU_DIV",""
"コード(区分値)","コード","名称","ホストコード","採用区分（区分値）(区分値)","採用区分（区分値）","薬価","カナ名称","剤形(区分値)","剤形","毒劇薬（区分値）(区分値)","毒劇薬（区分値）"
"ﾊﾂｻ001","ﾊﾂｻ001","バッサミン配合錠Ａ８１","ﾊﾞｯｻﾐ","1","","5.90000","ﾊﾞｯｻﾐﾝﾊｲｺﾞｳｼﾞｮｳA81","001","錠剤","0",""
"ﾊﾅﾝ001","ﾊﾅﾝ001","バナン錠１００ｍｇ","ﾊﾞﾅﾝ1*","1","","42.60000","ﾊﾞﾅﾝｼﾞｮｳ100mg","001","錠剤","0",""
"ﾊﾌｼ001","ﾊﾌｼ001","ハーフジゴキシンＫＹ錠０．１２５","ﾊｰﾌ","2","","10.10000","ﾊｰﾌｼﾞｺﾞｷｼﾝKYｼﾞｮｳ0.125","001","錠剤","2",""
"ﾊﾍｶ001","ﾊﾍｶ001","ハベカシン注射液７５ｍｇ","ﾊﾍﾞｶｼﾝ","1","","4691.00000","ﾊﾍﾞｶｼﾝﾁｭｳｼｬｴｷ75mg","025","注射剤","2",""
"ﾊﾗｸ001","ﾊﾗｸ001","バラクルード錠０．５ｍｇ","ﾊﾞﾗｸ","0","","380.70000","ﾊﾞﾗｸﾙｰﾄﾞｼﾞｮｳ0.5mg","001","錠剤","2",""
"ﾊﾗｼ001","ﾊﾗｼ001","バラシクロビル錠５００ｍｇ「ＮＰ」","ﾊﾞﾗｼ","0","","105.90000","ﾊﾞﾗｼｸﾛﾋﾞﾙｼﾞｮｳ500mg｢NP｣","001","錠剤","0",""
"ﾊﾗｼ002","ﾊﾗｼ002","バラシクロビル錠５００ｍｇ「ＳＰＫＫ」","","1","","67.50000","ﾊﾞﾗｼｸﾛﾋﾞﾙｼﾞﾖｳ500MGSPKK","001","錠剤","0",""
"ﾊﾙﾌ001","ﾊﾙﾌ001","バルプロ酸ナトリウム錠２００ｍｇ「ＤＳＰ」","ﾊﾞﾙﾌﾟ2","1","","14.30000","ﾊﾞﾙﾌﾟﾛｻﾝﾅﾄﾘｳﾑｼﾞｮｳ200mg｢DSP｣","001","錠剤","0",""
"ﾊﾙﾌ002","ﾊﾙﾌ002","バルプロ酸Ｎａ徐放顆粒４０％「フジナガ」","ﾊﾞﾙﾌﾟ","0","","26.30000","ﾊﾞﾙﾌﾟﾛｻﾝNaｼﾞｮﾎｳｶﾘｭｳ40%｢ﾌｼﾞﾅｶﾞ｣","003","散","0",""
"ﾊﾙﾌ003","ﾊﾙﾌ003","バルプロ酸ナトリウムシロップ５％「ＤＳＰ」","","1","","7.00000","ﾊﾞﾙﾌﾟﾛｻﾝﾅﾄﾘｳﾑｼﾛﾂﾌﾟ5%DSP","006","シロップ","0",""
"ﾊﾙﾓ001","ﾊﾙﾓ001","パルモディアＸＲ錠０．２ｍｇ","","0","","60.00000","ﾊﾟﾙﾓﾃﾞｲｱXRｼﾞﾖｳ0.2MG","001","錠剤","0",""
"ﾊﾚﾌ001","ﾊﾚﾌ001","パレプラス輸液","ﾊﾟﾚﾌﾟ","1","","554.00000","ﾊﾟﾚﾌﾟﾗｽﾕｴｷ","025","注射剤","0",""
"ﾊﾛｷ001","ﾊﾛｷ001","パロキセチンＯＤ錠１０ｍｇ「トーワ」","","1","","14.60000","ﾊﾟﾛｷｾﾁﾝODｼﾞﾖｳ10MGﾄ-ﾜ","001","錠剤","2",""
"ﾊﾛﾍ001","ﾊﾛﾍ001","ハロペリドール錠０．７５ｍｇ「アメル」","ﾊﾛﾍﾟ2","1","","6.20000","ﾊﾛﾍﾟﾘﾄﾞｰﾙｼﾞｮｳ0.75mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ﾊﾛﾍ002","ﾊﾛﾍ002","ハロペリドール錠１ｍｇ「アメル」","ﾊﾛﾍﾟ3","1","","6.30000","ﾊﾛﾍﾟﾘﾄﾞｰﾙｼﾞｮｳ1mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ﾊﾛﾍ003","ﾊﾛﾍ003","ハロペリドール錠１ｍｇ「タカタ」","ﾊﾛﾍﾟ6","0","","6.30000","ﾊﾛﾍﾟﾘﾄﾞｰﾙｼﾞｮｳ1mg｢ﾀｶﾀ｣","001","錠剤","2",""
"ﾊﾛﾍ004","ﾊﾛﾍ004","ハロペリドール錠１．５ｍｇ「アメル」","ﾊﾛﾍﾟ4","1","","6.30000","ﾊﾛﾍﾟﾘﾄﾞｰﾙｼﾞｮｳ1.5mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ﾊﾛﾍ005","ﾊﾛﾍ005","ハロペリドール錠３ｍｇ「アメル」","ﾊﾛﾍﾟ5","1","","6.60000","ﾊﾛﾍﾟﾘﾄﾞｰﾙｼﾞｮｳ3mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ﾊﾛﾍ006","ﾊﾛﾍ006","ハロペリドール細粒１％「アメル」","ﾊﾛﾍﾟ1","0","","7.70000","ﾊﾛﾍﾟﾘﾄﾞｰﾙｻｲﾘｭｳ1%｢ｱﾒﾙ｣","003","散","2",""
"ﾊﾛﾍ007","ﾊﾛﾍ007","ハロペリドール細粒１％「ヨシトミ」","ﾊﾛﾍﾟﾖｼ","1","","10.10000","ﾊﾛﾍﾟﾘﾄﾞｰﾙｻｲﾘｭｳ1%｢ﾖｼﾄﾐ｣","003","散","2",""
"ﾊﾛﾏ001","ﾊﾛﾏ001","ハロマンス注５０ｍｇ","ﾊﾛ50","1","","1443.00000","ﾊﾛﾏﾝｽﾁｭｳ50mg","025","注射剤","2",""
"ﾊﾛﾏ002","ﾊﾛﾏ002","ハロマンス注１００ｍｇ","ﾊﾛ100","1","","2263.00000","ﾊﾛﾏﾝｽﾁｭｳ100mg","025","注射剤","2",""
"ﾊﾝｺ001","ﾊﾝｺ001","バンコマイシン塩酸塩点滴静注用０．５ｇ「ＶＴＲＳ」","ﾊﾞﾝｺ1","1","","754.00000","ﾊﾞﾝｺﾏｲｼﾝｴﾝｻﾝｴﾝﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ0.5g｢VTRS｣","025","注射剤","0",""
"ﾊﾝﾄ001","ﾊﾝﾄ001","パントシン散２０％","ﾊﾟﾝﾄ2","1","","11.10000","ﾊﾟﾝﾄｼﾝｻﾝ20%","003","散","0",""
"ﾊﾝﾄ002","ﾊﾝﾄ002","パントシン錠２００","ﾊﾟﾝﾄｼ","1","","10.80000","ﾊﾟﾝﾄｼﾝｼﾞｮｳ200","001","錠剤","0",""
"ﾊﾝﾄ003","ﾊﾝﾄ003","パントール注射液５００ｍｇ","ﾊﾟﾝﾄ","1","","61.00000","ﾊﾟﾝﾄｰﾙﾁｭｳｼｬｴｷ500mg","025","注射剤","0",""
"ﾋｱﾙ001","ﾋｱﾙ001","ヒアルロン酸Ｎａ点眼液０．１％「ニットー」","ﾋｱﾙ3","1","","173.10000","ﾋｱﾙﾛﾝｻﾝNaﾃﾝｶﾞﾝｴｷ0.1%｢ﾆｯﾄｰ｣","021","点眼剤","0",""
"ﾋｵｸ001","ﾋｵｸ001","ピオグリタゾンＯＤ錠１５ｍｇ「トーワ」","","0","","11.70000","ﾋﾟｵｸﾞﾘﾀｿﾞﾝODｼﾞﾖｳ15MGﾄ-ﾜ","001","錠剤","0",""
"ﾋｵﾌ001","ﾋｵﾌ001","ビオフェルミン配合散","ﾋﾞｵﾌｪ2","1","","6.50000","ﾋﾞｵﾌｪﾙﾐﾝﾊｲｺﾞｳｻﾝ","003","散","0",""
"ﾋｵﾌ002","ﾋｵﾌ002","ビオフェルミン錠剤","ﾋﾞｵﾌｪ1","1","","5.90000","ﾋﾞｵﾌｪﾙﾐﾝｼﾞｮｳｻﾞｲ","001","錠剤","0",""
"ﾋｶﾙ001","ﾋｶﾙ001","ビカルタミド錠８０ｍｇ「ＶＴＲＳ」","ﾋﾞｶﾙ2","0","","110.90000","ﾋﾞｶﾙﾀﾐﾄﾞｼﾞｮｳ80mg｢VTRS｣","001","錠剤","2",""
"ﾋｶﾙ002","ﾋｶﾙ002","ビカルタミド錠８０ｍｇ「オーハラ」","","2","","110.90000","ﾋﾞｶﾙﾀﾐﾄﾞｼﾞﾖｳ80MGｵ-ﾊﾗ","001","錠剤","2",""
"ﾋｸﾄ001","ﾋｸﾄ001","ビクトーザ皮下注１８ｍｇ","ﾋﾞｸﾄ","0","","8434.00000","ﾋﾞｸﾄｰｻﾞﾋｶﾁｭｳ18mg","025","注射剤","2",""
"ﾋｺｽ001","ﾋｺｽ001","ピコスルファートナトリウム錠２．５ｍｇ「イワキ」","ﾋﾟｺｽ1","1","","6.10000","ﾋﾟｺｽﾙﾌｧｰﾄﾅﾄﾘｳﾑｼﾞｮｳ2.5mg｢ｲﾜｷ｣","001","錠剤","0",""
"ﾋｺｽ002","ﾋｺｽ002","ピコスルファートナトリウム内用液０．７５％「イワキ」","ﾋﾟｺｽ","1","","7.50000","ﾋﾟｺｽﾙﾌｧｰﾄﾅﾄﾘｳﾑﾅｲﾖｳｴｷ0.75%｢ｲﾜｷ｣","007","液（内用）","0",""
"ﾋｼﾌ001","ﾋｼﾌ001","ビ・シフロール錠０．１２５ｍｇ","ﾋﾞｼ","2","","16.60000","ﾋﾞ･ｼﾌﾛｰﾙｼﾞｮｳ0.125mg","001","錠剤","2",""
"ﾋｾﾂ001","ﾋｾﾂ001","ピーゼットシー糖衣錠４ｍｇ","ﾋﾟｰｾﾞ*","2","","9.70000","ﾋﾟｰｾﾞｯﾄｼｰﾄｳｲｼﾞｮｳ4mg","001","錠剤","0",""
"ﾋｿﾉ001","ﾋｿﾉ001","ビソノテープ４ｍｇ","ﾋﾞｿﾉ","2","","57.00000","ﾋﾞｿﾉﾃｰﾌﾟ4mg","019","貼付剤","0",""
"ﾋｿﾉ002","ﾋｿﾉ002","ビソノテープ２ｍｇ","","2","","41.50000","ﾋﾞｿﾉﾃ-ﾌﾟ2MG","019","貼付剤","0",""
"ﾋｿﾌ001","ﾋｿﾌ001","ビソプロロールフマル酸塩錠０．６２５ｍｇ「テバ」","ﾋﾞｿﾌﾟﾛ","0","","10.40000","ﾋﾞｿﾌﾟﾛﾛｰﾙﾌﾏﾙｻﾝｴﾝｼﾞｮｳ0.625mg｢ﾃﾊﾞ｣","001","錠剤","0",""
"ﾋｿﾌ002","ﾋｿﾌ002","ビソプロロールフマル酸塩錠２．５ｍｇ「テバ」","ﾋﾞｿﾌﾟ","0","","10.40000","ﾋﾞｿﾌﾟﾛﾛｰﾙﾌﾏﾙｻﾝｴﾝｼﾞｮｳ2.5mg｢ﾃﾊﾞ｣","001","錠剤","0",""
"ﾋｿﾌ003","ﾋｿﾌ003","ビソプロロールフマル酸塩錠２．５ｍｇ「トーワ」","","1","","10.40000","ﾋﾞｿﾌﾟﾛﾛ-ﾙﾌﾏﾙｻﾝｴﾝｼﾞﾖｳ2.5MGﾄ-ﾜ","001","錠剤","0",""
"ﾋｿﾌ004","ﾋｿﾌ004","ビソプロロールフマル酸塩錠０．６２５ｍｇ「トーワ」","","1","","10.40000","ﾋﾞｿﾌﾟﾛﾛ-ﾙﾌﾏﾙｻﾝｴﾝｼﾞﾖｳ0.625MGﾄ-ﾜ","001","錠剤","0",""
"ﾋｿﾙ001","ﾋｿﾙ001","ビソルボン注４ｍｇ","ﾋﾞｿﾙﾎﾞ","0","","58.00000","ﾋﾞｿﾙﾎﾞﾝﾁｭｳ4mg","025","注射剤","0",""
"ﾋｿﾙ002","ﾋｿﾙ002","ビソルボン吸入液０．２％","ﾋﾞｿﾙ","0","","11.10000","ﾋﾞｿﾙﾎﾞﾝｷｭｳﾆｭｳｴｷ0.2%","010","吸入剤","0",""
"ﾋﾀﾉ001","ﾋﾀﾉ001","ビタノイリンカプセル５０","ﾋﾞﾀﾉｲ2","0","","8.00000","ﾋﾞﾀﾉｲﾘﾝｶﾌﾟｾﾙ50","002","カプセル","0",""
"ﾋﾀﾗ001","ﾋﾀﾗ001","ビダラビン軟膏３％「ＳＷ」","ﾋﾞﾀﾞﾗ1","1","","74.10000","ﾋﾞﾀﾞﾗﾋﾞﾝﾅﾝｺｳ3%｢SW｣","014","軟膏","0",""
"ﾋﾌﾗ001","ﾋﾌﾗ001","ビブラマイシン錠５０ｍｇ","","1","","12.50000","ﾋﾞﾌﾞﾗﾏｲｼﾝｼﾞﾖｳ50MG","001","錠剤","0",""
"ﾋﾌﾚ001","ﾋﾌﾚ001","ビプレッソ徐放錠５０ｍｇ","ﾋﾞﾌﾟﾚ","2","","48.70000","ﾋﾞﾌﾟﾚｯｿｼﾞｮﾎｳｼﾞｮｳ50mg","001","錠剤","2",""
"ﾋﾌﾚ002","ﾋﾌﾚ002","ビプレッソ徐放錠１５０ｍｇ","ﾋﾞﾌﾟﾚ2","2","","131.30000","ﾋﾞﾌﾟﾚｯｿｼﾞｮﾎｳｼﾞｮｳ150mg","001","錠剤","2",""
"ﾋﾍﾘ001","ﾋﾍﾘ001","ビペリデン塩酸塩錠１ｍｇ「アメル」","ﾋﾞﾍﾟﾘ1","1","","5.90000","ﾋﾞﾍﾟﾘﾃﾞﾝｴﾝｻﾝｴﾝｼﾞｮｳ1mg｢ｱﾒﾙ｣","001","錠剤","0",""
"ﾋﾍﾘ002","ﾋﾍﾘ002","ビペリデン塩酸塩細粒１％「アメル」","ﾋﾞﾍﾟﾘ0","1","","11.00000","ﾋﾞﾍﾟﾘﾃﾞﾝｴﾝｻﾝｴﾝｻｲﾘｭｳ1%｢ｱﾒﾙ｣","003","散","0",""
"ﾋﾍﾙ001","ﾋﾍﾙ001","ヒベルナ糖衣錠５ｍｇ","ﾋﾍﾞﾙﾅ","0","","5.90000","ﾋﾍﾞﾙﾅﾄｳｲｼﾞｮｳ5mg","001","錠剤","0",""
"ﾋﾍﾙ002","ﾋﾍﾙ002","ヒベルナ糖衣錠２５ｍｇ","ﾋﾍﾞﾙﾅ1","1","","5.90000","ﾋﾍﾞﾙﾅﾄｳｲｼﾞｮｳ25mg","001","錠剤","0",""
"ﾋﾍﾙ003","ﾋﾍﾙ003","ヒベルナ散１０％","ﾋﾍﾞﾙﾅ2","0","","6.50000","ﾋﾍﾞﾙﾅｻﾝ10%","003","散","2",""
"ﾋﾍﾙ004","ﾋﾍﾙ004","ヒベルナ注２５ｍｇ","ﾋﾍﾞﾙ","0","","61.00000","ﾋﾍﾞﾙﾅﾁｭｳ25mg","025","注射剤","0",""
"ﾋﾑﾊ001","ﾋﾑﾊ001","ビムパット錠５０ｍｇ","ﾋﾞﾑﾊﾟ","0","","217.80000","ﾋﾞﾑﾊﾟｯﾄｼﾞｮｳ50mg","001","錠剤","2",""
"ﾋﾑﾊ002","ﾋﾑﾊ002","ビムパット錠１００ｍｇ","ﾋﾞﾑﾊﾟ3","0","","355.50000","ﾋﾞﾑﾊﾟｯﾄｼﾞｮｳ100mg","001","錠剤","2",""
"ﾋﾑﾊ003","ﾋﾑﾊ003","ビムパット点滴静注２００ｍｇ","ﾋﾞﾑﾊﾟ2","0","","4298.00000","ﾋﾞﾑﾊﾟｯﾄﾃﾝﾃｷｼﾞｮｳﾁｭｳ200mg","025","注射剤","2",""
"ﾋﾒﾉ001","ﾋﾒﾉ001","ピメノールカプセル５０ｍｇ","ﾋﾟﾒﾉ","2","","39.20000","ﾋﾟﾒﾉｰﾙｶﾌﾟｾﾙ50mg","002","カプセル","2",""
"ﾋﾓﾍ001","ﾋﾓﾍ001","ピモベンダン錠１．２５ｍｇ「ＴＥ」","ﾋﾟﾓﾍﾞ","2","","31.90000","ﾋﾟﾓﾍﾞﾝﾀﾞﾝｼﾞｮｳ1.25mg｢TE｣","001","錠剤","0",""
"ﾋﾕﾏ001","ﾋﾕﾏ001","ヒューマリンＲ注１００単位／ｍＬ","ﾋｭｰﾏR","1","","232.00000","ﾋｭｰﾏﾘﾝRﾁｭｳ100ﾀﾝｲ/mL","025","注射剤","2",""
"ﾋﾕﾏ002","ﾋﾕﾏ002","ヒューマリンＲ注ミリオペン","ﾋｭｰﾏﾘ","0","","1174.00000","ﾋｭｰﾏﾘﾝRﾁｭｳﾐﾘｵﾍﾟﾝ","025","注射剤","2",""
"ﾋﾕﾏ003","ﾋﾕﾏ003","ヒューマログミックス２５注ミリオペン","ﾋｭｰﾏﾛ2","0","","1251.00000","ﾋｭｰﾏﾛｸﾞﾐｯｸｽ25ﾁｭｳﾐﾘｵﾍﾟﾝ","025","注射剤","2",""
"ﾋﾕﾏ004","ﾋﾕﾏ004","ヒューマログミックス５０注ミリオペン","","2","","1190.00000","ﾋﾕ-ﾏﾛｸﾞﾐﾂｸｽ50ﾁﾕｳﾐﾘｵﾍﾟﾝ","025","注射剤","2",""
"ﾋﾗﾉ001","ﾋﾗﾉ001","ビラノア錠２０ｍｇ","ﾋﾞﾗﾉ","0","","48.70000","ﾋﾞﾗﾉｱｼﾞｮｳ20mg","001","錠剤","0",""
"ﾋﾗﾉ002","ﾋﾗﾉ002","ビラノアＯＤ錠２０ｍｇ","","1","","49.10000","ﾋﾞﾗﾉｱODｼﾞﾖｳ20MG","001","錠剤","0",""
"ﾋﾗﾏ001","ﾋﾗﾏ001","ピラマイド原末","ﾋﾟﾗﾏ","0","","23.00000","ﾋﾟﾗﾏｲﾄﾞｹﾞﾝﾏﾂ","003","散","0",""
"ﾋﾙｼ001","ﾋﾙｼ001","ピルシカイニド塩酸塩カプセル５０ｍｇ「日医工」","ﾋﾟﾙｼ","0","","23.60000","ﾋﾟﾙｼｶｲﾆﾄﾞｴﾝｻﾝｴﾝｶﾌﾟｾﾙ50mg｢ﾆﾁｲｺｳ｣","002","カプセル","2",""
"ﾋﾙﾄ001","ﾋﾙﾄ001","ヒルドイドソフト軟膏０．３％","ﾋﾙﾄﾞｲ3","1","","18.20000","ﾋﾙﾄﾞｲﾄﾞｿﾌﾄﾅﾝｺｳ0.3%","014","軟膏","0",""
"ﾋﾙﾅ001","ﾋﾙﾅ001","ヒルナミン錠（５ｍｇ）","","1","","5.90000","ﾋﾙﾅﾐﾝｼﾞﾖｳ5MG","001","錠剤","0",""
"ﾋﾙﾅ002","ﾋﾙﾅ002","ヒルナミン錠（２５ｍｇ）","","1","","5.90000","ﾋﾙﾅﾐﾝｼﾞﾖｳ25MG","001","錠剤","0",""
"ﾋﾙﾅ003","ﾋﾙﾅ003","ヒルナミン錠（５０ｍｇ）","","1","","8.90000","ﾋﾙﾅﾐﾝｼﾞﾖｳ50MG","001","錠剤","2",""
"ﾋﾙﾅ004","ﾋﾙﾅ004","ヒルナミン細粒１０％","","1","","14.30000","ﾋﾙﾅﾐﾝｻｲﾘﾕｳ10%","004","細粒","2",""
"ﾋﾚﾉ001","ﾋﾚﾉ001","ピレノキシン懸濁性点眼液０．００５％「参天」","ﾋﾟﾚﾉ","2","","67.00000","ﾋﾟﾚﾉｷｼﾝｹﾝﾀﾞｸｾｲﾃﾝｶﾞﾝｴｷ0.005%｢ｻﾝﾃﾝ｣","021","点眼剤","0",""
"ﾌｱﾓ001","ﾌｱﾓ001","ファモチジンＤ錠２０ｍｇ「サワイ」","ﾌｧﾓｻﾜ","1","","10.40000","ﾌｧﾓﾁｼﾞﾝDｼﾞｮｳ20mg｢ｻﾜｲ｣","001","錠剤","0",""
"ﾌｱﾓ002","ﾌｱﾓ002","ファモチジン散１０％「サワイ」","ﾌｧﾓｻ1","0","","40.90000","ﾌｧﾓﾁｼﾞﾝｻﾝ10%｢ｻﾜｲ｣","003","散","0",""
"ﾌｱﾓ003","ﾌｱﾓ003","ファモチジン注射用２０ｍｇ「オーハラ」","ﾌｧﾓﾁ","0","","100.00000","ﾌｧﾓﾁｼﾞﾝﾁｭｳｼｬﾖｳ20mg｢ｵｰﾊﾗ｣","025","注射剤","0",""
"ﾌｱﾓ004","ﾌｱﾓ004","ファモチジン静注液２０ｍｇ「サワイ」","","1","","100.00000","ﾌｱﾓﾁｼﾞﾝｼﾞﾖｳﾁﾕｳｴｷ20MGｻﾜｲ","025","注射剤","0",""
"ﾌｱﾛ001","ﾌｱﾛ001","ファロム錠２００ｍｇ","ﾌｧﾛﾑ","1","","153.00000","ﾌｧﾛﾑｼﾞｮｳ200mg","001","錠剤","0",""
"ﾌｱﾝ001","ﾌｱﾝ001","ファンギゾンシロップ１００ｍｇ／ｍＬ","ﾌｧﾝ","1","","54.60000","ﾌｧﾝｷﾞｿﾞﾝｼﾛｯﾌﾟ100mg/mL","006","シロップ","2",""
"ﾌｲｺ001","ﾌｲｺ001","フィコンパ錠２ｍｇ","ﾌｨｺ","1","","195.70000","ﾌｨｺﾝﾊﾟｼﾞｮｳ2mg","001","錠剤","0",""
"ﾌｲﾌ001","ﾌｲﾌ001","フィブラストスプレー５００","ﾌｨﾌﾞﾗｽ","0","","6907.70000","ﾌｨﾌﾞﾗｽﾄｽﾌﾟﾚｰ500","018","噴霧剤","0",""
"ﾌｴｼ001","ﾌｴｼ001","フェジン静注４０ｍｇ","ﾌｪｼﾞﾝ","1","","127.00000","ﾌｪｼﾞﾝｼﾞｮｳﾁｭｳ40mg","025","注射剤","0",""
"ﾌｴﾉ001","ﾌｴﾉ001","フェノバルビタール散１０％「ホエイ」","ﾌｪﾉﾊﾞ2","1","","7.50000","ﾌｪﾉﾊﾞﾙﾋﾞﾀｰﾙｻﾝ10%｢ﾎｴｲ｣","003","散","2",""
"ﾌｴﾉ002","ﾌｴﾉ002","フェノバール錠３０ｍｇ","ﾌｪﾉﾊﾞ3","2","","10.40000","ﾌｪﾉﾊﾞｰﾙｼﾞｮｳ30mg","001","錠剤","2",""
"ﾌｴﾉ003","ﾌｴﾉ003","フェノバール注射液１００ｍｇ","ﾌｪﾉﾊﾞ","1","","70.00000","ﾌｪﾉﾊﾞｰﾙﾁｭｳｼｬｴｷ100mg","025","注射剤","2",""
"ﾌｴﾉ004","ﾌｴﾉ004","フェノール・亜鉛華リニメント「ニッコー」","","0","","2.03000","ﾌｴﾉ-ﾙｱｴﾝｶﾘﾆﾒﾝﾄﾆﾂｺ-","014","軟膏","0",""
"ﾌｴﾌ001","ﾌｴﾌ001","フェブキソスタット錠１０ｍｇ「ＡＦＰ」","ﾌｪﾌﾞｷ","0","","6.10000","ﾌｪﾌﾞｷｿｽﾀｯﾄｼﾞｮｳ10mg｢AFP｣","001","錠剤","0",""
"ﾌｴﾌ002","ﾌｴﾌ002","フェブキソスタットＯＤ錠１０ｍｇ「サワイ」","","1","","6.10000","ﾌｴﾌﾞｷｿｽﾀﾂﾄODｼﾞﾖｳ10MGｻﾜｲ","001","錠剤","0",""
"ﾌｴﾛ001","ﾌｴﾛ001","フェロジピン錠５ｍｇ「武田テバ」","ﾌｪﾛｼﾞ","0","","11.90000","ﾌｪﾛｼﾞﾋﾟﾝｼﾞｮｳ5mg｢武田ﾃﾊﾞ｣","001","錠剤","2",""
"ﾌｴﾛ002","ﾌｴﾛ002","フェロ・グラデュメット錠１０５ｍｇ","ﾌｪﾛｸﾞ*","0","","6.10000","ﾌｴﾛｸﾞﾗﾃﾞﾕﾒﾂﾄｼﾞﾖｳ105MG","001","錠剤","0",""
"ﾌｴﾛ003","ﾌｴﾛ003","フェロミア顆粒８．３％","ﾌｪﾛﾐｱ2","0","","9.40000","ﾌｪﾛﾐｱｶﾘｭｳ8.3%","003","散","0",""
"ﾌｴﾛ004","ﾌｴﾛ004","フェロミア錠５０ｍｇ","","1","","6.10000","ﾌｴﾛﾐｱｼﾞﾖｳ50MG","001","錠剤","0",""
"ﾌｴﾛ005","ﾌｴﾛ005","フェロジピン錠５ｍｇ「ＮＩＧ」","","1","","11.30000","ﾌｴﾛｼﾞﾋﾟﾝｼﾞﾖｳ5MGNIG","001","錠剤","2",""
"ﾌｵｼ001","ﾌｵｼ001","フォシーガ錠５ｍｇ","ﾌｫｼ","1","","149.30000","ﾌｫｼｰｶﾞｼﾞｮｳ5mg","001","錠剤","0",""
"ﾌｵﾘ001","ﾌｵﾘ001","フォリアミン錠","ﾌｫﾘｱ2","1","","10.10000","ﾌｫﾘｱﾐﾝｼﾞｮｳ","001","錠剤","0",""
"ﾌｵﾙ001","ﾌｵﾙ001","フォルテオ皮下注キット６００μｇ","ﾌｫﾙ","0","","24063.00000","ﾌｫﾙﾃｵﾋｶﾁｭｳｷｯﾄ600μg","025","注射剤","0",""
"ﾌｻﾝ001","ﾌｻﾝ001","注射用フサン５０","","2","","715.00000","ﾁﾕｳｼﾔﾖｳﾌｻﾝ50","025","注射剤","2",""
"ﾌｽｺ001","ﾌｽｺ001","ブスコパン錠１０ｍｇ","ﾌﾞｽｺ**","0","","6.10000","ﾌﾞｽｺﾊﾟﾝｼﾞｮｳ10mg","001","錠剤","0",""
"ﾌｽｺ002","ﾌｽｺ002","ブスコパン注２０ｍｇ","ﾌﾞｽｺ","1","","61.00000","ﾌﾞｽｺﾊﾟﾝﾁｭｳ20mg","025","注射剤","2",""
"ﾌﾄｳ001","ﾌﾄｳ001","ブドウ糖＊（扶桑）","ﾌﾞﾄﾞｳ","1","","0.77000","ﾌﾞﾄﾞｳﾄｳ*(ﾌｿｳ)","003","散","0",""
"ﾌﾄｳ002","ﾌﾄｳ002","ブドウ糖注５％ＰＬ「フソー」","ﾄｳﾁｭｳ5","1","","100.00000","ﾌﾞﾄﾞｳﾄｳﾁｭｳ5%PL｢ﾌｿｰ｣","025","注射剤","0",""
"ﾌﾄｳ003","ﾌﾄｳ003","ブドウ糖注２０％ＰＬ「フソー」","ﾄｳﾁｭｳ","0","","100.00000","ﾌﾞﾄﾞｳﾄｳﾁｭｳ20%PL｢ﾌｿｰ｣","025","注射剤","0",""
"ﾌﾄｳ004","ﾌﾄｳ004","ブドウ糖注５０％ＰＬ「フソー」","ﾄｳﾁｭｳ2","1","","100.00000","ﾌﾞﾄﾞｳﾄｳﾁｭｳ50%PL｢ﾌｿｰ｣","025","注射剤","0",""
"ﾌﾄｳ005","ﾌﾄｳ005","ブドウ糖注５％ＰＬ「フソー」","","1","","151.00000","ﾌﾞﾄﾞｳﾄｳﾁﾕｳ5%PLﾌｿ-","025","注射剤","0",""
"ﾌﾄｳ006","ﾌﾄｳ006","大塚糖液５％100ml","","0","","151.00000","ｵｵﾂｶﾄｳｴｷ5%","025","注射剤","0",""
"ﾌﾗｻ001","ﾌﾗｻ001","プラザキサカプセル１１０ｍｇ","ﾌﾟﾗｻﾞ","0","","216.30000","ﾌﾟﾗｻﾞｷｻｶﾌﾟｾﾙ110mg","002","カプセル","0",""
"ﾌﾗｼ001","ﾌﾗｼ001","フラジール腟錠２５０ｍｇ","ﾌﾗｼﾞｰﾙ","2","","54.30000","ﾌﾗｼﾞｰﾙﾁﾂｼﾞｮｳ250mg","011","膣錠","0",""
"ﾌﾗｼ002","ﾌﾗｼ002","フラジール内服錠２５０ｍｇ","ﾌﾗｼﾞ","2","","36.20000","ﾌﾗｼﾞｰﾙﾅｲﾌｸｼﾞｮｳ250mg","001","錠剤","0",""
"ﾌﾗｾ001","ﾌﾗｾ001","プラセボカプセル","ﾌﾟﾗｾ1","1","","0","ﾌﾟﾗｾﾎﾞｶﾌﾟｾﾙ","002","カプセル","0",""
"ﾌﾗｾ002","ﾌﾗｾ002","プラセボ坐薬","ﾌﾟﾗｾ3","0","","0","ﾌﾟﾗｾﾎﾞｻﾞﾔｸ","024","その他","0",""
