"薬品マスタ","2026/03/04"
"PK","","TZMYAKUHINMEISHO","TZMYAKUHIN","TZMYAKUHINBETSUKIHONJOHOKUBUN","","TZMYAKUKA","TZMYAKUHINMEISHO","TZMYAKUHIN","","TZMYAKUHINBETSUKIHONJOHOKUBUN",""
"YAKUHIN_CODE","","YAKUHIN_NM","HOST_CODE","SAIYO_DIV","","YAKKA","YAKUHIN_NM_KANA","ZAIKEI_CODE","","DOKUGEKIYAKU_DIV",""
"コード(区分値)","コード","名称","ホストコード","採用区分（区分値）(区分値)","採用区分（区分値）","薬価","カナ名称","剤形(区分値)","剤形","毒劇薬（区分値）(区分値)","毒劇薬（区分値）"
"ﾌﾛﾑ004","ﾌﾛﾑ004","ブロムヘキシン塩酸塩０．２％吸入液","","1","","5.60000","ﾌﾞﾛﾑﾍｷｼﾝｴﾝｻﾝｴﾝ0.2%ｷﾕｳﾆﾕｳｴｷ","010","吸入剤","0",""
"ﾌﾛﾑ005","ﾌﾛﾑ005","ブロムヘキシン塩酸塩注射液４ｍｇ「タイヨー」","","1","","59.00000","ﾌﾞﾛﾑﾍｷｼﾝｴﾝｻﾝｴﾝﾁﾕｳｼﾔｴｷ4MGﾀｲﾖ-","025","注射剤","0",""
"ﾌﾛﾒ001","ﾌﾛﾒ001","ブロメライン軟膏５万単位／ｇ＊（ジェイドルフ）","ﾌﾞﾛﾒﾗｲ","1","","16.60000","ﾌﾞﾛﾒﾗｲﾝﾅﾝｺｳ5ﾏﾝﾀﾝｲ/Gｼﾞｴｲﾄﾞﾙﾌ","014","軟膏","0",""
"ﾌﾛﾓ001","ﾌﾛﾓ001","ブロモクリプチン錠２．５ｍｇ「Ｆ」","ﾌﾞﾛﾓｸ","0","","11.70000","ﾌﾞﾛﾓｸﾘﾌﾟﾁﾝｼﾞｮｳ2.5mg｢F｣","001","錠剤","2",""
"ﾌﾛﾘ001","ﾌﾛﾘ001","フロリードゲル経口用２％","ﾌﾛﾘ","0","","98.20000","ﾌﾛﾘｰﾄﾞｹﾞﾙｹｲｺｳﾖｳ2%","024","その他","0",""
"ﾍｵﾊ001","ﾍｵﾊ001","ベオーバ錠５０ｍｇ","","1","","146.10000","ﾍﾞｵ-ﾊﾞｼﾞﾖｳ50MG","001","錠剤","0",""
"ﾍｸﾙ001","ﾍｸﾙ001","ベクルリー点滴静注用１００ｍｇ","ﾍﾞｸﾙ","1","","46498.00000","ﾍﾞｸﾙﾘｰﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ100mg","025","注射剤","0",""
"ﾍｻｺ001","ﾍｻｺ001","ベサコリン散５％","ﾍﾞｻｺ","2","","8.80000","ﾍﾞｻｺﾘﾝｻﾝ5%","003","散","2",""
"ﾍｻﾄ001","ﾍｻﾄ001","ベザトールＳＲ錠２００ｍｇ","ﾍﾞｻﾞﾄ","0","","13.50000","ﾍﾞｻﾞﾄｰﾙSRｼﾞｮｳ200mg","001","錠剤","0",""
"ﾍｻﾌ001","ﾍｻﾌ001","ベザフィブラートＳＲ錠２００ｍｇ「日医工」","ﾍﾞｻﾞﾌｨ","1","","10.40000","ﾍﾞｻﾞﾌｨﾌﾞﾗｰﾄSRｼﾞｮｳ200mg｢ﾆﾁｲｺｳ｣","001","錠剤","0",""
"ﾍｼｹ001","ﾍｼｹ001","ベシケア錠５ｍｇ","ﾍﾞｼｹ5m","0","","82.80000","ﾍﾞｼｹｱｼﾞｮｳ5mg","001","錠剤","0",""
"ﾍﾀﾅ001","ﾍﾀﾅ001","ベタナミン錠１０ｍｇ","","2","","6.80000","ﾍﾞﾀﾅﾐﾝｼﾞﾖｳ10MG","001","錠剤","0",""
"ﾍﾀﾆ001","ﾍﾀﾆ001","ベタニス錠５０ｍｇ","ﾍﾞﾀﾆ","0","","141.70000","ﾍﾞﾀﾆｽｼﾞｮｳ50mg","001","錠剤","2",""
"ﾍﾀﾒ001","ﾍﾀﾒ001","ベタメタゾン吉草酸エステルローション０．１２％「イワキ」","ﾍﾞﾀﾒ","1","","8.50000","ﾍﾞﾀﾒﾀｿﾞﾝｷｯｿｳｻﾝｴｽﾃﾙﾛｰｼｮﾝ0.12%｢ｲﾜｷ｣","017","外用液剤","0",""
"ﾍﾅﾊ001","ﾍﾅﾊ001","ベナパスタ軟膏４％","ﾍﾞﾅﾊﾟｽ","0","","2.49000","ﾍﾞﾅﾊﾟｽﾀﾅﾝｺｳ4%","014","軟膏","0",""
"ﾍﾆﾛ001","ﾍﾆﾛ001","献血ベニロン－Ｉ静注用２５００ｍｇ","ﾍﾞﾆﾛ","2","","28172.00000","ｹﾝｹﾂﾍﾞﾆﾛﾝ-Iｼﾞｮｳﾁｭｳﾖｳ2500mg","025","注射剤","0",""
"ﾍﾊﾘ001","ﾍﾊﾘ001","ヘパリンＮａ注５千単位／５ｍＬ「モチダ」","ﾍﾊﾟﾘ","1","","165.00000","ﾍﾊﾟﾘﾝNaﾁｭｳ5ｾﾝﾀﾝｲ/5mL｢ﾓﾁﾀﾞ｣","025","注射剤","0",""
"ﾍﾊﾘ002","ﾍﾊﾘ002","ヘパリンＮａロック用１０単位／ｍＬシリンジ「オーツカ」１０ｍＬ","ﾍﾊﾟﾘﾝ","1","","126.00000","ﾍﾊﾟﾘﾝNaﾛｯｸﾖｳ10ﾀﾝｲ/mLｼﾘﾝｼﾞ｢ｵｰﾂｶ｣10mL","025","注射剤","0",""
"ﾍﾊﾘ003","ﾍﾊﾘ003","ヘパリン類似物質外用泡状スプレー０．３％「日本臓器」","ﾍﾊﾟｱﾜ","1","","7.40000","ﾍﾊﾟﾘﾝﾙｲｼﾞﾌﾞｯｼﾂｶﾞｲﾖｳ泡ｼﾞｮｳｽﾌﾟﾚｰ0.3%｢ﾆﾎﾝｿﾞｳｷ｣","018","噴霧剤","0",""
"ﾍﾊﾘ004","ﾍﾊﾘ004","ヘパリン類似物質外用スプレー０．３％「サトウ」","ﾍﾊﾟﾘ1","1","","7.40000","ﾍﾊﾟﾘﾝﾙｲｼﾞﾌﾞｯｼﾂｶﾞｲﾖｳｽﾌﾟﾚｰ0.3%｢ｻﾄｳ｣","018","噴霧剤","0",""
"ﾍﾊﾟﾘ005","ﾍﾊﾟﾘ005","ヘパリン類似物質油性クリーム０．３％「日医工」","","1","","3.70000","ﾍﾊﾟﾘﾝﾙｲｼﾞﾌﾞﾂｼﾂﾕｾｲｸﾘ-ﾑ0.3%ﾆﾁｲｺｳ","014","軟膏","0",""
"ﾍﾋｵ001","ﾍﾋｵ001","ベピオゲル２．５％","ﾍﾞﾋﾟｵ","0","","87.10000","ﾍﾞﾋﾟｵｹﾞﾙ2.5%","016","ゼリー（ゲル）","0",""
"ﾍﾌｽ001","ﾍﾌｽ001","ヘブスブリンＩＨ静注１０００単位","ﾍﾌﾞｽﾌﾞ","1","","35976.00000","ﾍﾌﾞｽﾌﾞﾘﾝIHｼﾞｮｳﾁｭｳ1000ﾀﾝｲ","025","注射剤","0",""
"ﾍﾌﾘ001","ﾍﾌﾘ001","ベプリコール錠５０ｍｇ","ﾍﾞﾌﾟﾘ","2","","33.60000","ﾍﾞﾌﾟﾘｺｰﾙｼﾞｮｳ50mg","001","錠剤","2",""
"ﾍﾐﾛ001","ﾍﾐﾛ001","ペミロラストＫ点眼液０．１％「ＴＳ」","","1","","201.40000","ﾍﾟﾐﾛﾗｽﾄKﾃﾝｶﾞﾝｴｷ0.1%TS","021","点眼剤","0",""
"ﾍﾓﾚ001","ﾍﾓﾚ001","ヘモレックス軟膏","ﾍﾓﾚ","1","","21.30000","ﾍﾓﾚｯｸｽﾅﾝｺｳ","014","軟膏","0",""
"ﾍﾗﾌ001","ﾍﾗﾌ001","ベラプロストＮａ錠２０μｇ「トーワ」","ﾍﾞﾗﾌﾟ2","0","","12.80000","ﾍﾞﾗﾌﾟﾛｽﾄNaｼﾞｮｳ20μg｢ﾄｰﾜ｣","001","錠剤","2",""
"ﾍﾙｻ001","ﾍﾙｻ001","ペルサンチン錠２５ｍｇ","ﾍﾟﾙｻ","0","","6.10000","ﾍﾟﾙｻﾝﾁﾝｼﾞｮｳ25mg","001","錠剤","0",""
"ﾍﾙｼ001","ﾍﾙｼ001","ペルジピン注射液２ｍｇ","","0","","175.00000","ﾍﾟﾙｼﾞﾋﾟﾝﾁﾕｳｼﾔｴｷ2MG","025","注射剤","2",""
"ﾍﾙｿ001","ﾍﾙｿ001","ベルソムラ錠１５ｍｇ","ﾍﾞﾙｿ15","1","","90.80000","ﾍﾞﾙｿﾑﾗｼﾞｮｳ15mg","001","錠剤","0",""
"ﾍﾙｿ002","ﾍﾙｿ002","ベルソムラ錠２０ｍｇ","ﾍﾞﾙｿ20","1","","109.90000","ﾍﾞﾙｿﾑﾗｼﾞｮｳ20mg","001","錠剤","0",""
"ﾍﾙﾍ001","ﾍﾙﾍ001","ヘルベッサー錠３０","ﾍﾙﾍﾞ1","1","","7.30000","ﾍﾙﾍﾞｯｻｰｼﾞｮｳ30","001","錠剤","0",""
"ﾍﾙﾍ002","ﾍﾙﾍ002","ヘルベッサー注射用５０","","1","","561.00000","ﾍﾙﾍﾞﾂｻ-ﾁﾕｳｼﾔﾖｳ50","025","注射剤","2",""
"ﾍﾝｻ001","ﾍﾝｻ001","ベンザリン錠５","ﾍﾞﾝｻﾞ","1","","7.80000","ﾍﾞﾝｻﾞﾘﾝｼﾞｮｳ5","001","錠剤","0",""
"ﾍﾝｻ002","ﾍﾝｻ002","ベンザリン細粒１％","","1","","16.20000","ﾍﾞﾝｻﾞﾘﾝｻｲﾘﾕｳ1%","004","細粒","0",""
"ﾍﾝｻ003","ﾍﾝｻ003","ペンタサ顆粒９４％","","2","","100.10000","ﾍﾟﾝﾀｻｶﾘﾕｳ94%","005","顆粒","0",""
"ﾍﾝﾄ001","ﾍﾝﾄ001","ペントシリン注射用１ｇ","ﾍﾟﾝﾄｼﾘ","1","","329.00000","ﾍﾟﾝﾄｼﾘﾝﾁｭｳｼｬﾖｳ1g","025","注射剤","0",""
"ﾎﾞｱﾗ001","ﾎﾞｱﾗ001","ボアラ軟膏０．１２％","","1","","11.30000","ﾎﾞｱﾗﾅﾝｺｳ0.12%","014","軟膏","0",""
"ﾎｸﾘ001","ﾎｸﾘ001","ボグリボースＯＤ錠０．２ｍｇ「日医工」","ﾎﾞｸﾞﾘ","0","","10.40000","ﾎﾞｸﾞﾘﾎﾞｰｽODｼﾞｮｳ0.2mg｢ﾆﾁｲｺｳ｣","001","錠剤","0",""
"ﾎｸﾘ002","ﾎｸﾘ002","ボグリボースＯＤ錠０．２ｍｇ「トーワ」","","1","","10.40000","ﾎﾞｸﾞﾘﾎﾞ-ｽODｼﾞﾖｳ0.2MGﾄ-ﾜ","001","錠剤","0",""
"ﾎｽﾎ001","ﾎｽﾎ001","ホスホマイシンナトリウム静注用２ｇ「日医工」","ﾎｽﾎﾏｲｼ","1","","863.00000","ﾎｽﾎﾏｲｼﾝﾅﾄﾘｳﾑｼﾞｮｳﾁｭｳﾖｳ2g｢ﾆﾁｲｺｳ｣","025","注射剤","0",""
"ﾎｽﾐ001","ﾎｽﾐ001","ホスミシンＳ耳科用３％","ﾎｽﾐ","0","","77.90000","ﾎｽﾐｼﾝSｼﾞｶﾖｳ3%","022","点耳薬","0",""
"ﾎｽﾐ002","ﾎｽﾐ002","ボスミン注１ｍｇ","ﾎﾞｽﾐﾝ","1","","188.00000","ﾎﾞｽﾐﾝﾁｭｳ1mg","025","注射剤","2",""
"ﾎｽﾘ001","ﾎｽﾘ001","ホスリボン配合顆粒","ﾎｽﾘ","2","","71.10000","ﾎｽﾘﾎﾞﾝﾊｲｺﾞｳｶﾘｭｳ","003","散","0",""
"ﾎﾀｺ001","ﾎﾀｺ001","ポタコールＲ輸液250?","ﾎﾟﾀ250","1","","251.00000","ﾎﾟﾀｺｰﾙRﾕｴｷ","025","注射剤","0",""
"ﾎﾀｺ002","ﾎﾀｺ002","ポタコールＲ輸液500?","ﾎﾟﾀ500","1","","279.00000","ﾎﾟﾀｺｰﾙRﾕｴｷ","025","注射剤","0",""
"ﾎﾋﾄ001","ﾎﾋﾄ001","ポビドンヨードガーグル液７％「ケンエー」","ﾎﾟﾋﾞﾄﾞ","1","","3.20000","ﾎﾟﾋﾞﾄﾞﾝﾖｰﾄﾞｶﾞｰｸﾞﾙｴｷ7%｢ｹﾝｴｰ｣","009","含漱剤","0",""
"ﾎﾋﾄ002","ﾎﾋﾄ002","ポビドンヨード外用液１０％「ＶＴＲＳ」","ﾎﾟﾋﾞ2","0","","1.21000","ﾎﾟﾋﾞﾄﾞﾝﾖｰﾄﾞｶﾞｲﾖｳｴｷ10%｢VTRS｣","017","外用液剤","0",""
"ﾎﾋﾄ003","ﾎﾋﾄ003","ﾎﾟﾋﾞﾄﾞﾝﾖｰﾄﾞｹﾞﾙ10%","ﾎﾟﾋﾞ1","1","","0","ﾎﾟﾋﾞﾄﾞﾝﾖｰﾄﾞｹﾞﾙ10%","024","その他","0",""
"ﾎﾗﾗ001","ﾎﾗﾗ001","ポララミン注５ｍｇ","ﾎﾟﾗﾗ","2","","69.00000","ﾎﾟﾗﾗﾐﾝﾁｭｳ5mg","025","注射剤","0",""
"ﾎﾘｽ001","ﾎﾘｽ001","ポリスチレンスルホン酸Ｃａ経口ゼリー２０％分包２５ｇ「三和」","ﾎﾟﾘｽ","1","","77.80000","ﾎﾟﾘｽﾁﾚﾝｽﾙﾎﾝｻﾝCaｹｲｺｳｾﾞﾘｰ20%ﾌﾞﾝﾎﾟｳ25g｢ｻﾝﾜ｣","016","ゼリー（ゲル）","0",""
"ﾎﾘﾂ001","ﾎﾘﾂ001","ホーリット錠２０ｍｇ","ﾎｰﾘ1","0","","11.20000","ﾎｰﾘｯﾄｼﾞｮｳ20mg","001","錠剤","0",""
"ﾎﾘﾂ002","ﾎﾘﾂ002","ホーリット散１０％","ﾎｰﾘ3","0","","50.10000","ﾎｰﾘｯﾄｻﾝ10%","003","散","0",""
"ﾎﾘﾝ001","ﾎﾘﾝ001","ホーリンＶ腟用錠１ｍｇ","ﾎｰﾘﾝ","2","","22.90000","ﾎｰﾘﾝVﾁﾂﾖｳｼﾞｮｳ1mg","011","膣錠","0",""
"ﾎﾙｽ001","ﾎﾙｽ001","ボルズィ錠５ｍｇ","","2","","71.30000","ﾎﾞﾙｽﾞｲｼﾞﾖｳ5MG","001","錠剤","0",""
"ﾎﾙﾀ001","ﾎﾙﾀ001","ボルタレン錠２５ｍｇ","ﾎﾞﾙﾀ**","2","","7.30000","ﾎﾞﾙﾀﾚﾝｼﾞｮｳ25mg","001","錠剤","2",""
"ﾏｲｻ001","ﾏｲｻ001","マイザー軟膏０．０５％","ﾏｲｻﾞ","1","","12.00000","ﾏｲｻﾞｰﾅﾝｺｳ0.05%","014","軟膏","0",""
"ﾏｲｽ001","ﾏｲｽ001","マイスリー錠５ｍｇ","ﾏｲｽﾘ","1","","17.50000","ﾏｲｽﾘｰｼﾞｮｳ5mg","001","錠剤","0",""
"ﾏｲｽ002","ﾏｲｽ002","マイスタン錠５ｍｇ","ﾏｲｽ","1","","14.00000","ﾏｲｽﾀﾝｼﾞｮｳ5mg","001","錠剤","0",""
"ﾏｳｲ001","ﾏｳｲ001","マヴィレット配合錠","ﾏｳﾞｨﾚ","0","","17422.80000","ﾏｳﾞｨﾚｯﾄﾊｲｺﾞｳｼﾞｮｳ","001","錠剤","0",""
"ﾏｸﾐ001","ﾏｸﾐ001","マグミット錠３３０ｍｇ","ﾏｸﾞﾐ1","1","","5.90000","ﾏｸﾞﾐｯﾄｼﾞｮｳ330mg","001","錠剤","0",""
"ﾏｸﾐ002","ﾏｸﾐ002","マグミット錠５００ｍｇ","ﾏｸﾞﾐ2","1","","5.90000","ﾏｸﾞﾐｯﾄｼﾞｮｳ500mg","001","錠剤","0",""
"ﾏｽﾚ001","ﾏｽﾚ001","マーズレンＳ配合顆粒","ﾏｰｽﾞ","1","","9.60000","ﾏｰｽﾞﾚﾝSﾊｲｺﾞｳｶﾘｭｳ","003","散","0",""
"ﾏﾃﾕ001","ﾏﾃﾕ001","マーデュオックス軟膏","ﾏｰﾃﾞｭ","0","","139.40000","ﾏｰﾃﾞｭｵｯｸｽﾅﾝｺｳ","014","軟膏","2",""
"ﾏﾄﾊ001","ﾏﾄﾊ001","マドパー配合錠Ｌ１００","","0","","17.00000","ﾏﾄﾞﾊﾟ-ﾊｲｺﾞｳｼﾞﾖｳL100","001","錠剤","0",""
"ﾏﾌﾛ001","ﾏﾌﾛ001","マプロチリン塩酸塩錠１０ｍｇ「アメル」","ﾏﾌﾟﾛ10","1","","6.10000","ﾏﾌﾟﾛﾁﾘﾝｴﾝｻﾝｴﾝｼﾞｮｳ10mg｢ｱﾒﾙ｣","001","錠剤","0",""
"ﾏﾌﾛ002","ﾏﾌﾛ002","マプロチリン塩酸塩錠２５ｍｇ「アメル」","ﾏﾌﾟﾛ25","1","","8.70000","ﾏﾌﾟﾛﾁﾘﾝｴﾝｻﾝｴﾝｼﾞｮｳ25mg｢ｱﾒﾙ｣","001","錠剤","0",""
"ﾏﾝｼ001","ﾏﾝｼ001","マンジャロ皮下注２．５ｍｇアテオス","","2","","1924.00000","ﾏﾝｼﾞﾔﾛﾋｶﾁﾕｳ2.5MGｱﾃｵｽ","025","注射剤","2",""
"ﾐｶﾌ001","ﾐｶﾌ001","ミカファンギンＮａ点滴静注用５０ｍｇ「サワイ」","ﾐｶﾌｧ","0","","1484.00000","ﾐｶﾌｧﾝｷﾞﾝNaﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ50mg｢ｻﾜｲ｣","025","注射剤","2",""
"ﾐｹﾙ001","ﾐｹﾙ001","ミケルナ配合点眼液","","2","","552.20000","ﾐｹﾙﾅﾊｲｺﾞｳﾃﾝｶﾞﾝｴｷ","021","点眼剤","0",""
"ﾐｿﾘ001","ﾐｿﾘ001","ミゾリビン錠５０ｍｇ「サワイ」","ﾐｿﾞﾘ","0","","61.80000","ﾐｿﾞﾘﾋﾞﾝｼﾞｮｳ50mg｢ｻﾜｲ｣","001","錠剤","0",""
"ﾐﾁｸ001","ﾐﾁｸ001","ミチグリニドＣａ・ＯＤ錠１０ｍｇ「三和」","ﾐﾁｸﾞ","1","","8.30000","ﾐﾁｸﾞﾘﾆﾄﾞCa･ODｼﾞｮｳ10mg｢ｻﾝﾜ｣","001","錠剤","0",""
"ﾐﾄﾄ001","ﾐﾄﾄ001","ミドドリン塩酸塩錠２ｍｇ「トーワ」","ﾐﾄﾞﾄﾞ","1","","8.10000","ﾐﾄﾞﾄﾞﾘﾝｴﾝｻﾝｴﾝｼﾞｮｳ2mg｢ﾄｰﾜ｣","001","錠剤","0",""
"ﾐﾄﾘ001","ﾐﾄﾘ001","ミドリンＰ点眼液（用時購入）","ﾐﾄﾞﾘ","2","","27.60000","ﾐﾄﾞﾘﾝPﾃﾝｶﾞﾝｴｷ","021","点眼剤","0",""
"ﾐﾉｻ001","ﾐﾉｻ001","ミノサイクリン塩酸塩錠５０ｍｇ「日医工」","ﾐﾉｻ2","0","","10.90000","ﾐﾉｻｲｸﾘﾝｴﾝｻﾝｴﾝｼﾞｮｳ50mg｢ﾆﾁｲｺｳ｣","001","錠剤","0",""
"ﾐﾉｻ002","ﾐﾉｻ002","ミノサイクリン塩酸塩点滴静注用１００ｍｇ「日医工」","ﾐﾉｻ","1","","328.00000","ﾐﾉｻｲｸﾘﾝｴﾝｻﾝｴﾝﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ100mg｢ﾆﾁｲｺｳ｣","025","注射剤","0",""
"ﾐﾉﾄ001","ﾐﾉﾄ001","ミノドロン酸錠５０ｍｇ「ＪＧ」","ﾐﾉﾄﾞﾛ","1","","513.10000","ﾐﾉﾄﾞﾛﾝｻﾝｼﾞｮｳ50mg｢JG｣","001","錠剤","2",""
"ﾐﾙﾀ001","ﾐﾙﾀ001","ミルタザピン錠１５ｍｇ「明治」","ﾐﾙﾀ","0","","15.70000","ﾐﾙﾀｻﾞﾋﾟﾝｼﾞｮｳ15mg｢ﾒｲｼﾞ｣","001","錠剤","2",""
"ﾐﾙﾀ002","ﾐﾙﾀ002","ミルタザピンＯＤ錠１５ｍｇ「サワイ」","","1","","15.70000","ﾐﾙﾀｻﾞﾋﾟﾝODｼﾞﾖｳ15MGｻﾜｲ","001","錠剤","2",""
"ﾑｺｽ001","ﾑｺｽ001","ムコスタ点眼液ＵＤ２％","ﾑｺｽﾃ","2","","15.90000","ﾑｺｽﾀﾃﾝｶﾞﾝｴｷUD2%","021","点眼剤","0",""
"ﾑｺｽ002","ﾑｺｽ002","ムコスタ顆粒２０％","ﾑｺｽﾀ2","0","","18.10000","ﾑｺｽﾀｶﾘｭｳ20%","003","散","0",""
"ﾑｺﾌ001","ﾑｺﾌ001","ムコファジン点眼液","ﾑｺﾌｧｼﾞ","0","","86.40000","ﾑｺﾌｧｼﾞﾝﾃﾝｶﾞﾝｴｷ","021","点眼剤","0",""
"ﾒｲﾗ001","ﾒｲﾗ001","メイラックス錠１ｍｇ","ﾒｲﾗ","1","","10.40000","ﾒｲﾗｯｸｽｼﾞｮｳ1mg","001","錠剤","0",""
"ﾒｲﾛ001","ﾒｲﾛ001","メイロン静注７％","ﾒｲﾛﾝ","1","","100.00000","ﾒｲﾛﾝｼﾞｮｳﾁｭｳ7%","025","注射剤","0",""
"ﾒｷｼ001","ﾒｷｼ001","メキシチールカプセル５０ｍｇ","ﾒｷｼﾁ","1","","8.80000","ﾒｷｼﾁｰﾙｶﾌﾟｾﾙ50mg","002","カプセル","2",""
"ﾒｺﾊ001","ﾒｺﾊ001","メコバラミン錠５００「トーワ」","ﾒｺﾊﾞﾗﾐ","1","","5.90000","ﾒｺﾊﾞﾗﾐﾝｼﾞｮｳ500｢ﾄｰﾜ｣","001","錠剤","0",""
"ﾒﾄﾄ001","ﾒﾄﾄ001","メトトレキサート錠２ｍｇ「あゆみ」","ﾒﾄﾄ2","2","","77.40000","ﾒﾄﾄﾚｷｻｰﾄｼﾞｮｳ2mg｢あゆみ｣","001","錠剤","2",""
"ﾒﾄﾎ001","ﾒﾄﾎ001","メトホルミン塩酸塩錠２５０ｍｇＭＴ「ＤＳＰＢ」","ﾒﾄﾎ","1","","10.40000","ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ250mgMT｢DSPB｣","001","錠剤","2",""
"ﾒﾈｼ001","ﾒﾈｼ001","メネシット配合錠１００","ﾒﾈｼ","0","","10.50000","ﾒﾈｼｯﾄﾊｲｺﾞｳｼﾞｮｳ100","001","錠剤","0",""
"ﾒﾌﾁ001","ﾒﾌﾁ001","メプチンエアー１０μｇ吸入１００回","ﾒﾌﾟﾁﾝ3","1","","1060.90000","ﾒﾌﾟﾁﾝｴｱ-10ﾏｲｸﾛGｷﾕｳﾆﾕｳ100ｶｲ","010","吸入剤","0",""
"ﾒﾏﾝ001","ﾒﾏﾝ001","メマンチン塩酸塩ＯＤ錠５ｍｇ「ＤＳＥＰ」","ﾒﾏﾝﾁ","1","","21.50000","ﾒﾏﾝﾁﾝｴﾝｻﾝｴﾝODｼﾞｮｳ5mg｢DSEP｣","001","錠剤","2",""
"ﾒﾏﾝ002","ﾒﾏﾝ002","メマンチン塩酸塩ＯＤ錠２０ｍｇ「ＤＳＥＰ」","ﾒﾏﾝﾁ2","1","","66.00000","ﾒﾏﾝﾁﾝｴﾝｻﾝｴﾝODｼﾞｮｳ20mg｢DSEP｣","001","錠剤","2",""
"ﾒﾘｽ001","ﾒﾘｽ001","メリスロン錠６ｍｇ","","2","","9.00000","ﾒﾘｽﾛﾝｼﾞﾖｳ6MG","001","錠剤","0",""
"ﾒﾙｶ001","ﾒﾙｶ001","メルカゾール錠５ｍｇ","ﾒﾙｶ","2","","10.10000","ﾒﾙｶｿﾞｰﾙｼﾞｮｳ5mg","001","錠剤","0",""
"ﾒﾛﾍ001","ﾒﾛﾍ001","メロペン点滴用バイアル０．５ｇ","ﾒﾛﾍﾟ","0","","656.00000","ﾒﾛﾍﾟﾝﾃﾝﾃｷﾖｳﾊﾞｲｱﾙ0.5g","025","注射剤","0",""
"ﾒﾛﾍ002","ﾒﾛﾍ002","メロペネム点滴静注用０．５ｇ「ＮＰ」","","0","","656.00000","ﾒﾛﾍﾟﾈﾑﾃﾝﾃｷｼﾞﾖｳﾁﾕｳﾖｳ0.5GNP","025","注射剤","0",""
"ﾒﾛﾍ003","ﾒﾛﾍ003","メロペネム点滴静注用０．５ｇ「サワイ」","","1","","656.00000","ﾒﾛﾍﾟﾈﾑﾃﾝﾃｷｼﾞﾖｳﾁﾕｳﾖｳ0.5Gｻﾜｲ","025","注射剤","0",""
"ﾓｷｼ001","ﾓｷｼ001","モキシフロキサシン点眼液０．５％「サンド」","","2","","26.30000","ﾓｷｼﾌﾛｷｻｼﾝﾃﾝｶﾞﾝｴｷ0.5%ｻﾝﾄﾞ","021","点眼剤","0",""
"ﾓｻﾌ001","ﾓｻﾌ001","モサプリドクエン酸塩錠５ｍｇ「日医工」","ﾓｻﾌﾟ5","1","","10.40000","ﾓｻﾌﾟﾘﾄﾞｸｴﾝｻﾝｴﾝｼﾞｮｳ5mg｢ﾆﾁｲｺｳ｣","001","錠剤","0",""
"ﾓｻﾌ002","ﾓｻﾌ002","モサプリドクエン酸塩散１％「日医工」","ﾓｻﾌﾟ","1","","9.60000","ﾓｻﾌﾟﾘﾄﾞｸｴﾝｻﾝｴﾝｻﾝ1%｢ﾆﾁｲｺｳ｣","003","散","0",""
"ﾓﾃｲ001","ﾓﾃｲ001","モディオダール錠１００ｍｇ","","1","","303.60000","ﾓﾃﾞｲｵﾀﾞ-ﾙｼﾞﾖｳ100MG","001","錠剤","2",""
"ﾓﾋｺ001","ﾓﾋｺ001","モビコール配合内用剤ＬＤ","ﾓﾋﾞｺ1","1","","61.40000","ﾓﾋﾞｺｰﾙﾊｲｺﾞｳﾅｲﾖｳｻﾞｲLD","003","散","0",""
"ﾓﾒﾀ001","ﾓﾒﾀ001","モメタゾンフランカルボン酸エステル軟膏０．１％「ＭＹＫ」","ﾓﾒﾀｿﾞ","0","","14.40000","ﾓﾒﾀｿﾞﾝﾌﾗﾝｶﾙﾎﾞﾝｻﾝｴｽﾃﾙﾅﾝｺｳ0.1%｢MYK｣","014","軟膏","2",""
"ﾕﾋﾂ001","ﾕﾋﾂ001","ユービット錠１００ｍｇ","ﾕｰﾋﾞ","0","","2621.90000","ﾕｰﾋﾞｯﾄｼﾞｮｳ100mg","001","錠剤","0",""
"ﾕﾍﾗ001","ﾕﾍﾗ001","ユベラＮソフトカプセル２００ｍｇ","ﾕﾍﾞﾗ","1","","6.80000","ﾕﾍﾞﾗNｿﾌﾄｶﾌﾟｾﾙ200mg","002","カプセル","0",""
"ﾕﾘｽ001","ﾕﾘｽ001","ユリス錠１ｍｇ","","0","","42.40000","ﾕﾘｽｼﾞﾖｳ1MG","001","錠剤","0",""
"ﾕﾘｽ002","ﾕﾘｽ002","ユリス錠２ｍｇ","","2","","75.60000","ﾕﾘｽｼﾞﾖｳ2MG","001","錠剤","0",""
"ﾕﾘﾌ001","ﾕﾘﾌ001","ユリーフ錠４ｍｇ","ﾕﾘﾌ","0","","28.90000","ﾕﾘｰﾌｼﾞｮｳ4mg","001","錠剤","2",""
"ﾕﾛｼ001","ﾕﾛｼ001","ユーロジン２ｍｇ錠","ﾕｰﾛｼﾞ2","1","","8.40000","ﾕｰﾛｼﾞﾝ2mgｼﾞｮｳ","001","錠剤","0",""
